Case ID,Activity,Complete Timestamp,Outcome,outcome
b1_271,Assess_eligibility,2004-02-25 11:15:30.146,,
b1_274,Appraise_property,2004-02-25 11:16:36.148,,
b1_273,Appraise_property,2004-02-25 11:20:25.090,,
b1_275,Loan__application_received,2004-02-25 11:30:00.000,,
b1_272,Appraise_property,2004-02-25 11:31:38.510,,
b1_271,Reject_application,2004-02-25 11:33:39.261,,
b1_272,Check_credit_history,2004-02-25 11:34:13.834,,
b1_271,Loan_application_rejected,2004-02-25 11:34:39.261,False,False
b1_275,Check__application__form_completeness,2004-02-25 11:49:23.075,,
b1_270,Assess_loan_risk,2004-02-25 11:50:55.418,,
b1_276,Loan__application_received,2004-02-25 12:00:00.000,,
b1_274,Check_credit_history,2004-02-25 12:02:12.306,,
b1_275,Return_application_back_to_applicant,2004-02-25 12:04:57.891,,
b1_266,Send_acceptance_pack,2004-02-25 12:20:24.286,,
b1_266,Verify_repayment_agreement,2004-02-25 12:29:31.888,,
b1_277,Loan__application_received,2004-02-25 12:30:00.000,,
b1_273,Assess_loan_risk,2004-02-25 12:34:02.331,,
b1_275,Receive_updated_application,2004-02-25 12:44:42.338,,
b1_274,Assess_loan_risk,2004-02-25 12:49:54.657,,
b1_273,Assess_eligibility,2004-02-25 12:51:12.653,,
b1_272,Assess_loan_risk,2004-02-25 12:51:17.566,,
b1_274,Assess_eligibility,2004-02-25 12:51:51.492,,
b1_272,Assess_eligibility,2004-02-25 12:54:19.640,,
b1_278,Loan__application_received,2004-02-25 13:00:00.000,,
b1_274,Prepare_acceptance_pack,2004-02-25 13:01:14.104,,
b1_278,Check__application__form_completeness,2004-02-25 13:02:17.823,,
b1_278,Check_credit_history,2004-02-25 13:02:40.405,,
b1_266,Approve_application,2004-02-25 13:04:57.407,,
b1_266,Loan__application_approved,2004-02-25 13:05:57.407,True,True
b1_275,Check__application__form_completeness,2004-02-25 13:07:33.493,,
b1_274,Check_if_home_insurance_quote_is_requested,2004-02-25 13:15:38.509,,
b1_275,Check_credit_history,2004-02-25 13:16:40.242,,
b1_274,Send_home_insurance_quote,2004-02-25 13:29:24.336,,
b1_279,Loan__application_received,2004-02-25 13:30:00.000,,
b1_278,Assess_loan_risk,2004-02-25 13:32:54.027,,
b1_275,Appraise_property,2004-02-25 13:38:18.865,,
b1_277,Check__application__form_completeness,2004-02-25 13:41:42.325,,
b1_277,Appraise_property,2004-02-25 13:42:32.491,,
b1_276,Check__application__form_completeness,2004-02-25 13:46:37.764,,
b1_273,Prepare_acceptance_pack,2004-02-25 13:47:59.162,,
b1_273,Check_if_home_insurance_quote_is_requested,2004-02-25 13:48:53.476,,
b1_270,Assess_eligibility,2004-02-25 13:50:16.887,,
b1_280,Loan__application_received,2004-02-25 14:00:00.000,,
b1_278,Appraise_property,2004-02-25 14:02:27.428,,
b1_272,Prepare_acceptance_pack,2004-02-25 14:03:03.477,,
b1_275,Assess_loan_risk,2004-02-25 14:14:15.506,,
b1_270,Reject_application,2004-02-25 14:17:25.608,,
b1_270,Loan_application_rejected,2004-02-25 14:18:25.608,False,False
b1_274,Verify_repayment_agreement,2004-02-25 14:26:54.030,,
b1_273,Send_acceptance_pack,2004-02-25 14:29:38.387,,
b1_281,Loan__application_received,2004-02-25 14:30:00.000,,
b1_277,Check_credit_history,2004-02-25 14:32:08.600,,
b1_273,Verify_repayment_agreement,2004-02-25 14:33:32.394,,
b1_274,Cancel_application,2004-02-25 14:36:00.210,,
b1_275,Assess_eligibility,2004-02-25 14:36:28.001,,
b1_274,Loan__application_canceled,2004-02-25 14:37:00.210,False,False
b1_277,Assess_loan_risk,2004-02-25 14:38:14.175,,
b1_278,Assess_eligibility,2004-02-25 14:39:33.676,,
b1_272,Check_if_home_insurance_quote_is_requested,2004-02-25 14:39:59.090,,
b1_276,Check_credit_history,2004-02-25 14:42:54.712,,
b1_276,Assess_loan_risk,2004-02-25 14:46:55.458,,
b1_277,Assess_eligibility,2004-02-25 14:48:00.236,,
b1_273,Approve_application,2004-02-25 14:48:15.594,,
b1_273,Loan__application_approved,2004-02-25 14:49:15.594,True,True
b1_281,Check__application__form_completeness,2004-02-25 14:51:42.986,,
b1_281,Check_credit_history,2004-02-25 14:51:55.872,,
b1_281,Assess_loan_risk,2004-02-25 14:52:35.940,,
b1_278,Reject_application,2004-02-25 14:55:22.919,,
b1_278,Loan_application_rejected,2004-02-25 14:56:22.919,False,False
b1_281,Appraise_property,2004-02-25 14:58:36.605,,
b1_282,Loan__application_received,2004-02-25 15:00:00.000,,
b1_276,Appraise_property,2004-02-25 15:01:04.959,,
b1_280,Check__application__form_completeness,2004-02-25 15:02:47.979,,
b1_276,Assess_eligibility,2004-02-25 15:05:09.280,,
b1_276,Prepare_acceptance_pack,2004-02-25 15:06:38.333,,
b1_272,Send_acceptance_pack,2004-02-25 15:18:33.965,,
b1_272,Verify_repayment_agreement,2004-02-25 15:22:14.234,,
b1_277,Reject_application,2004-02-25 15:24:02.823,,
b1_277,Loan_application_rejected,2004-02-25 15:25:02.823,False,False
b1_283,Loan__application_received,2004-02-25 15:30:00.000,,
b1_283,Check__application__form_completeness,2004-02-25 15:32:12.478,,
b1_280,Return_application_back_to_applicant,2004-02-25 15:37:17.546,,
b1_280,Receive_updated_application,2004-02-25 15:41:58.904,,
b1_281,Assess_eligibility,2004-02-25 15:44:12.853,,
b1_281,Prepare_acceptance_pack,2004-02-25 15:49:03.778,,
b1_280,Check__application__form_completeness,2004-02-25 15:49:44.559,,
b1_280,Check_credit_history,2004-02-25 15:56:48.800,,
b1_280,Appraise_property,2004-02-25 15:58:38.428,,
b1_284,Loan__application_received,2004-02-25 16:00:00.000,,
b1_279,Check__application__form_completeness,2004-02-25 16:01:28.610,,
b1_283,Check_credit_history,2004-02-25 16:05:36.397,,
b1_279,Check_credit_history,2004-02-25 16:12:54.681,,
b1_272,Approve_application,2004-02-25 16:14:01.218,,
b1_272,Loan__application_approved,2004-02-25 16:15:01.218,True,True
b1_284,Check__application__form_completeness,2004-02-25 16:15:09.687,,
b1_275,Reject_application,2004-02-25 16:15:47.285,,
b1_275,Loan_application_rejected,2004-02-25 16:16:47.285,False,False
b1_285,Loan__application_received,2004-02-25 16:30:00.000,,
b1_282,Check__application__form_completeness,2004-02-25 16:30:53.323,,
b1_282,Appraise_property,2004-02-25 16:31:02.685,,
b1_279,Assess_loan_risk,2004-02-25 16:37:57.427,,
b1_283,Appraise_property,2004-02-25 16:39:37.129,,
b1_279,Appraise_property,2004-02-25 16:42:05.925,,
b1_284,Appraise_property,2004-02-25 16:48:44.818,,
b1_279,Assess_eligibility,2004-02-25 16:54:47.789,,
b1_276,Check_if_home_insurance_quote_is_requested,2004-02-25 16:54:54.616,,
b1_282,Check_credit_history,2004-02-25 16:59:06.500,,
b1_284,Check_credit_history,2004-02-25 16:59:06.713,,
b1_286,Loan__application_received,2004-02-25 17:00:00.000,,
b1_285,Check__application__form_completeness,2004-02-25 17:17:23.618,,
b1_280,Assess_loan_risk,2004-02-25 17:19:20.834,,
b1_279,Prepare_acceptance_pack,2004-02-25 17:19:37.375,,
b1_283,Assess_loan_risk,2004-02-25 17:22:16.144,,
b1_280,Assess_eligibility,2004-02-25 17:23:26.197,,
b1_286,Check__application__form_completeness,2004-02-25 17:24:03.122,,
b1_279,Check_if_home_insurance_quote_is_requested,2004-02-25 17:24:25.633,,
b1_286,Appraise_property,2004-02-25 17:28:53.975,,
b1_276,Send_acceptance_pack,2004-02-25 17:28:58.957,,
b1_281,Check_if_home_insurance_quote_is_requested,2004-02-25 17:29:31.090,,
b1_287,Loan__application_received,2004-02-25 17:30:00.000,,
b1_287,Check__application__form_completeness,2004-02-25 17:31:21.369,,
b1_285,Appraise_property,2004-02-25 17:31:54.281,,
b1_281,Send_home_insurance_quote,2004-02-25 17:34:18.939,,
b1_276,Verify_repayment_agreement,2004-02-25 17:40:16.674,,
b1_284,Assess_loan_risk,2004-02-25 17:41:57.679,,
b1_282,Assess_loan_risk,2004-02-25 17:45:08.789,,
b1_285,Check_credit_history,2004-02-25 17:50:12.207,,
b1_286,Check_credit_history,2004-02-25 17:51:39.944,,
b1_281,Verify_repayment_agreement,2004-02-25 17:54:13.119,,
b1_281,Cancel_application,2004-02-25 17:57:48.897,,
b1_280,Prepare_acceptance_pack,2004-02-25 17:58:06.641,,
b1_281,Loan__application_canceled,2004-02-25 17:58:48.897,False,False
b1_276,Cancel_application,2004-02-25 17:58:51.596,,
b1_276,Loan__application_canceled,2004-02-25 17:59:51.596,False,False
b1_288,Loan__application_received,2004-02-25 18:00:00.000,,
b1_286,Assess_loan_risk,2004-02-26 10:19:20.019,,
b1_279,Send_acceptance_pack,2004-02-26 10:20:39.717,,
b1_286,Assess_eligibility,2004-02-26 10:22:32.155,,
b1_287,Return_application_back_to_applicant,2004-02-26 10:23:24.024,,
b1_282,Assess_eligibility,2004-02-26 10:24:49.443,,
b1_289,Loan__application_received,2004-02-26 10:30:00.000,,
b1_284,Assess_eligibility,2004-02-26 10:30:18.610,,
b1_289,Check__application__form_completeness,2004-02-26 10:31:05.994,,
b1_286,Prepare_acceptance_pack,2004-02-26 10:43:41.521,,
b1_286,Check_if_home_insurance_quote_is_requested,2004-02-26 10:44:01.705,,
b1_289,Check_credit_history,2004-02-26 10:44:32.262,,
b1_282,Reject_application,2004-02-26 10:46:07.894,,
b1_289,Appraise_property,2004-02-26 10:46:44.779,,
b1_282,Loan_application_rejected,2004-02-26 10:47:07.894,False,False
b1_285,Assess_loan_risk,2004-02-26 10:52:42.466,,
b1_284,Prepare_acceptance_pack,2004-02-26 10:54:35.527,,
b1_279,Verify_repayment_agreement,2004-02-26 10:57:54.016,,
b1_290,Loan__application_received,2004-02-26 11:00:00.000,,
b1_289,Assess_loan_risk,2004-02-26 11:00:38.248,,
b1_287,Receive_updated_application,2004-02-26 11:01:24.442,,
b1_287,Check__application__form_completeness,2004-02-26 11:01:53.780,,
b1_288,Check__application__form_completeness,2004-02-26 11:07:04.989,,
b1_283,Assess_eligibility,2004-02-26 11:10:28.868,,
b1_287,Check_credit_history,2004-02-26 11:11:26.471,,
b1_284,Check_if_home_insurance_quote_is_requested,2004-02-26 11:12:10.616,,
b1_287,Appraise_property,2004-02-26 11:16:50.111,,
b1_290,Check__application__form_completeness,2004-02-26 11:17:39.068,,
b1_285,Assess_eligibility,2004-02-26 11:17:56.221,,
b1_290,Appraise_property,2004-02-26 11:18:03.712,,
b1_290,Check_credit_history,2004-02-26 11:19:00.774,,
b1_291,Loan__application_received,2004-02-26 11:30:00.000,,
b1_288,Appraise_property,2004-02-26 11:31:07.346,,
b1_284,Send_home_insurance_quote,2004-02-26 11:31:50.833,,
b1_285,Reject_application,2004-02-26 11:33:24.906,,
b1_285,Loan_application_rejected,2004-02-26 11:34:24.906,False,False
b1_279,Cancel_application,2004-02-26 11:35:03.388,,
b1_279,Loan__application_canceled,2004-02-26 11:36:03.388,False,False
b1_291,Check__application__form_completeness,2004-02-26 11:43:41.556,,
b1_286,Send_acceptance_pack,2004-02-26 11:44:18.148,,
b1_290,Assess_loan_risk,2004-02-26 11:45:38.584,,
b1_284,Verify_repayment_agreement,2004-02-26 11:51:59.526,,
b1_283,Prepare_acceptance_pack,2004-02-26 11:53:38.262,,
b1_288,Check_credit_history,2004-02-26 11:54:31.644,,
b1_286,Verify_repayment_agreement,2004-02-26 11:55:13.025,,
b1_292,Loan__application_received,2004-02-26 12:00:00.000,,
b1_288,Assess_loan_risk,2004-02-26 12:11:35.783,,
b1_280,Check_if_home_insurance_quote_is_requested,2004-02-26 12:18:54.783,,
b1_289,Assess_eligibility,2004-02-26 12:20:35.835,,
b1_286,Cancel_application,2004-02-26 12:21:10.456,,
b1_286,Loan__application_canceled,2004-02-26 12:22:10.456,False,False
b1_290,Assess_eligibility,2004-02-26 12:23:54.889,,
b1_287,Assess_loan_risk,2004-02-26 12:28:27.590,,
b1_287,Assess_eligibility,2004-02-26 12:29:14.387,,
b1_293,Loan__application_received,2004-02-26 12:30:00.000,,
b1_284,Cancel_application,2004-02-26 12:31:38.755,,
b1_284,Loan__application_canceled,2004-02-26 12:32:38.755,False,False
b1_291,Appraise_property,2004-02-26 12:32:58.070,,
b1_291,Check_credit_history,2004-02-26 12:36:50.329,,
b1_288,Assess_eligibility,2004-02-26 12:40:52.062,,
b1_287,Prepare_acceptance_pack,2004-02-26 12:41:33.023,,
b1_289,Reject_application,2004-02-26 12:42:14.557,,
b1_289,Loan_application_rejected,2004-02-26 12:43:14.557,False,False
b1_291,Assess_loan_risk,2004-02-26 12:46:00.771,,
b1_293,Check__application__form_completeness,2004-02-26 12:52:10.204,,
b1_280,Send_home_insurance_quote,2004-02-26 12:54:54.673,,
b1_290,Prepare_acceptance_pack,2004-02-26 12:59:33.717,,
b1_288,Prepare_acceptance_pack,2004-02-26 12:59:53.423,,
b1_294,Loan__application_received,2004-02-26 13:00:00.000,,
b1_287,Check_if_home_insurance_quote_is_requested,2004-02-26 13:04:37.504,,
b1_294,Check__application__form_completeness,2004-02-26 13:04:47.316,,
b1_294,Appraise_property,2004-02-26 13:12:23.312,,
b1_290,Check_if_home_insurance_quote_is_requested,2004-02-26 13:14:25.277,,
b1_288,Check_if_home_insurance_quote_is_requested,2004-02-26 13:15:11.368,,
b1_294,Check_credit_history,2004-02-26 13:15:24.578,,
b1_292,Check__application__form_completeness,2004-02-26 13:16:54.234,,
b1_292,Check_credit_history,2004-02-26 13:18:40.529,,
b1_290,Send_home_insurance_quote,2004-02-26 13:18:59.849,,
b1_288,Send_acceptance_pack,2004-02-26 13:19:24.529,,
b1_294,Assess_loan_risk,2004-02-26 13:23:11.805,,
b1_291,Assess_eligibility,2004-02-26 13:25:25.185,,
b1_295,Loan__application_received,2004-02-26 13:30:00.000,,
b1_288,Verify_repayment_agreement,2004-02-26 13:34:24.372,,
b1_283,Check_if_home_insurance_quote_is_requested,2004-02-26 13:34:57.729,,
b1_294,Assess_eligibility,2004-02-26 13:35:18.612,,
b1_288,Approve_application,2004-02-26 13:37:36.922,,
b1_292,Appraise_property,2004-02-26 13:38:18.569,,
b1_288,Loan__application_approved,2004-02-26 13:38:36.922,True,True
b1_293,Appraise_property,2004-02-26 13:43:13.298,,
b1_294,Prepare_acceptance_pack,2004-02-26 13:53:48.774,,
b1_293,Check_credit_history,2004-02-26 13:55:05.073,,
b1_280,Verify_repayment_agreement,2004-02-26 13:59:43.552,,
b1_296,Loan__application_received,2004-02-26 14:00:00.000,,
b1_287,Send_home_insurance_quote,2004-02-26 14:02:03.217,,
b1_293,Assess_loan_risk,2004-02-26 14:02:08.576,,
b1_283,Send_home_insurance_quote,2004-02-26 14:02:16.544,,
b1_290,Verify_repayment_agreement,2004-02-26 14:04:57.869,,
b1_291,Reject_application,2004-02-26 14:12:20.241,,
b1_291,Loan_application_rejected,2004-02-26 14:13:20.241,False,False
b1_293,Assess_eligibility,2004-02-26 14:15:58.787,,
b1_294,Check_if_home_insurance_quote_is_requested,2004-02-26 14:16:34.793,,
b1_290,Approve_application,2004-02-26 14:18:03.232,,
b1_294,Send_acceptance_pack,2004-02-26 14:18:59.982,,
b1_290,Loan__application_approved,2004-02-26 14:19:03.232,True,True
b1_283,Verify_repayment_agreement,2004-02-26 14:19:44.734,,
b1_293,Reject_application,2004-02-26 14:24:42.510,,
b1_293,Loan_application_rejected,2004-02-26 14:25:42.510,False,False
b1_297,Loan__application_received,2004-02-26 14:30:00.000,,
b1_297,Check__application__form_completeness,2004-02-26 14:32:01.684,,
b1_280,Cancel_application,2004-02-26 14:36:31.861,,
b1_280,Loan__application_canceled,2004-02-26 14:37:31.861,False,False
b1_297,Appraise_property,2004-02-26 14:41:40.815,,
b1_283,Cancel_application,2004-02-26 14:55:24.714,,
b1_283,Loan__application_canceled,2004-02-26 14:56:24.714,False,False
b1_298,Loan__application_received,2004-02-26 15:00:00.000,,
b1_298,Check__application__form_completeness,2004-02-26 15:01:40.516,,
b1_297,Check_credit_history,2004-02-26 15:08:29.900,,
b1_298,Check_credit_history,2004-02-26 15:08:50.187,,
b1_292,Assess_loan_risk,2004-02-26 15:12:56.129,,
b1_292,Assess_eligibility,2004-02-26 15:14:29.907,,
b1_292,Reject_application,2004-02-26 15:16:56.681,,
b1_292,Loan_application_rejected,2004-02-26 15:17:56.681,False,False
b1_299,Loan__application_received,2004-02-26 15:30:00.000,,
b1_295,Check__application__form_completeness,2004-02-26 15:30:09.058,,
b1_295,Appraise_property,2004-02-26 15:32:21.491,,
b1_299,Check__application__form_completeness,2004-02-26 15:34:31.854,,
b1_297,Assess_loan_risk,2004-02-26 15:35:44.554,,
b1_294,Verify_repayment_agreement,2004-02-26 15:43:29.188,,
b1_287,Verify_repayment_agreement,2004-02-26 15:45:07.271,,
b1_299,Check_credit_history,2004-02-26 15:47:30.045,,
b1_297,Assess_eligibility,2004-02-26 15:54:45.533,,
b1_294,Approve_application,2004-02-26 15:55:39.671,,
b1_298,Appraise_property,2004-02-26 15:56:27.572,,
b1_294,Loan__application_approved,2004-02-26 15:56:39.671,True,True
b1_296,Check__application__form_completeness,2004-02-26 15:57:28.533,,
b1_296,Appraise_property,2004-02-26 15:59:20.322,,
b1_299,Appraise_property,2004-02-26 15:59:37.315,,
b1_300,Loan__application_received,2004-02-26 16:00:00.000,,
b1_300,Check__application__form_completeness,2004-02-26 16:00:11.827,,
b1_287,Approve_application,2004-02-26 16:15:19.911,,
b1_295,Check_credit_history,2004-02-26 16:15:20.257,,
b1_287,Loan__application_approved,2004-02-26 16:16:19.911,True,True
b1_296,Check_credit_history,2004-02-26 16:16:26.121,,
b1_298,Assess_loan_risk,2004-02-26 16:21:44.714,,
b1_300,Check_credit_history,2004-02-26 16:22:06.507,,
b1_297,Prepare_acceptance_pack,2004-02-26 16:24:40.801,,
b1_300,Appraise_property,2004-02-26 16:27:18.524,,
b1_295,Assess_loan_risk,2004-02-26 16:27:38.405,,
b1_296,Assess_loan_risk,2004-02-26 16:29:22.936,,
b1_301,Loan__application_received,2004-02-26 16:30:00.000,,
b1_295,Assess_eligibility,2004-02-26 16:33:55.957,,
b1_299,Assess_loan_risk,2004-02-26 16:35:51.181,,
b1_299,Assess_eligibility,2004-02-26 16:38:32.773,,
b1_298,Assess_eligibility,2004-02-26 16:39:12.709,,
b1_295,Reject_application,2004-02-26 16:58:00.517,,
b1_295,Loan_application_rejected,2004-02-26 16:59:00.517,False,False
b1_302,Loan__application_received,2004-02-26 17:00:00.000,,
b1_298,Reject_application,2004-02-26 17:12:49.970,,
b1_298,Loan_application_rejected,2004-02-26 17:13:49.970,False,False
b1_301,Check__application__form_completeness,2004-02-26 17:14:53.539,,
b1_297,Check_if_home_insurance_quote_is_requested,2004-02-26 17:19:39.209,,
b1_300,Assess_loan_risk,2004-02-26 17:27:55.080,,
b1_303,Loan__application_received,2004-02-26 17:30:00.000,,
b1_300,Assess_eligibility,2004-02-26 17:30:29.562,,
b1_296,Assess_eligibility,2004-02-26 17:34:07.679,,
b1_299,Prepare_acceptance_pack,2004-02-26 17:34:53.481,,
b1_302,Check__application__form_completeness,2004-02-26 17:39:22.462,,
b1_301,Return_application_back_to_applicant,2004-02-26 17:43:46.477,,
b1_302,Check_credit_history,2004-02-26 17:48:03.534,,
b1_303,Check__application__form_completeness,2004-02-26 17:51:24.234,,
b1_302,Appraise_property,2004-02-26 17:54:52.088,,
b1_304,Loan__application_received,2004-02-26 18:00:00.000,,
b1_304,Check__application__form_completeness,2004-02-27 10:01:40.652,,
b1_304,Check_credit_history,2004-02-27 10:04:06.878,,
b1_300,Reject_application,2004-02-27 10:04:36.689,,
b1_300,Loan_application_rejected,2004-02-27 10:05:36.689,False,False
b1_302,Assess_loan_risk,2004-02-27 10:12:49.735,,
b1_303,Check_credit_history,2004-02-27 10:13:16.770,,
b1_296,Reject_application,2004-02-27 10:17:54.845,,
b1_296,Loan_application_rejected,2004-02-27 10:18:54.845,False,False
b1_304,Assess_loan_risk,2004-02-27 10:23:31.916,,
b1_305,Loan__application_received,2004-02-27 10:30:00.000,,
b1_302,Assess_eligibility,2004-02-27 10:43:19.758,,
b1_303,Assess_loan_risk,2004-02-27 10:46:26.636,,
b1_299,Check_if_home_insurance_quote_is_requested,2004-02-27 10:49:35.966,,
b1_299,Send_home_insurance_quote,2004-02-27 10:51:32.485,,
b1_306,Loan__application_received,2004-02-27 11:00:00.000,,
b1_305,Check__application__form_completeness,2004-02-27 11:02:16.821,,
b1_306,Check__application__form_completeness,2004-02-27 11:08:25.040,,
b1_304,Appraise_property,2004-02-27 11:15:13.609,,
b1_302,Reject_application,2004-02-27 11:24:33.861,,
b1_302,Loan_application_rejected,2004-02-27 11:25:33.861,False,False
b1_299,Verify_repayment_agreement,2004-02-27 11:27:37.759,,
b1_307,Loan__application_received,2004-02-27 11:30:00.000,,
b1_297,Send_acceptance_pack,2004-02-27 11:31:43.113,,
b1_304,Assess_eligibility,2004-02-27 11:37:57.356,,
b1_299,Approve_application,2004-02-27 11:39:26.561,,
b1_299,Loan__application_approved,2004-02-27 11:40:26.561,True,True
b1_307,Check__application__form_completeness,2004-02-27 11:44:41.273,,
b1_301,Receive_updated_application,2004-02-27 11:55:36.254,,
b1_307,Appraise_property,2004-02-27 11:58:39.458,,
b1_308,Loan__application_received,2004-02-27 12:00:00.000,,
b1_297,Verify_repayment_agreement,2004-02-27 12:01:09.891,,
b1_307,Check_credit_history,2004-02-27 12:01:52.271,,
b1_307,Assess_loan_risk,2004-02-27 12:05:49.096,,
b1_308,Check__application__form_completeness,2004-02-27 12:10:26.727,,
b1_297,Cancel_application,2004-02-27 12:11:19.422,,
b1_297,Loan__application_canceled,2004-02-27 12:12:19.422,False,False
b1_308,Return_application_back_to_applicant,2004-02-27 12:12:23.018,,
b1_308,Receive_updated_application,2004-02-27 12:13:40.860,,
b1_306,Check_credit_history,2004-02-27 12:16:28.380,,
b1_303,Appraise_property,2004-02-27 12:17:33.257,,
b1_304,Prepare_acceptance_pack,2004-02-27 12:21:31.949,,
b1_306,Assess_loan_risk,2004-02-27 12:21:54.635,,
b1_309,Loan__application_received,2004-02-27 12:30:00.000,,
b1_309,Check__application__form_completeness,2004-02-27 12:32:13.648,,
b1_304,Check_if_home_insurance_quote_is_requested,2004-02-27 12:33:45.325,,
b1_305,Appraise_property,2004-02-27 12:34:17.766,,
b1_305,Check_credit_history,2004-02-27 12:39:35.053,,
b1_308,Check__application__form_completeness,2004-02-27 12:41:38.844,,
b1_303,Assess_eligibility,2004-02-27 12:46:05.498,,
b1_304,Send_home_insurance_quote,2004-02-27 12:46:26.680,,
b1_306,Appraise_property,2004-02-27 12:48:33.756,,
b1_308,Check_credit_history,2004-02-27 12:52:10.841,,
b1_309,Appraise_property,2004-02-27 12:55:33.813,,
b1_301,Check__application__form_completeness,2004-02-27 12:59:31.958,,
b1_310,Loan__application_received,2004-02-27 13:00:00.000,,
b1_310,Check__application__form_completeness,2004-02-27 13:03:16.340,,
b1_307,Assess_eligibility,2004-02-27 13:05:54.332,,
b1_306,Assess_eligibility,2004-02-27 13:07:28.112,,
b1_308,Appraise_property,2004-02-27 13:08:58.249,,
b1_305,Assess_loan_risk,2004-02-27 13:11:34.723,,
b1_310,Appraise_property,2004-02-27 13:15:55.481,,
b1_309,Check_credit_history,2004-02-27 13:20:16.548,,
b1_301,Appraise_property,2004-02-27 13:23:01.506,,
b1_306,Prepare_acceptance_pack,2004-02-27 13:27:19.351,,
b1_311,Loan__application_received,2004-02-27 13:30:00.000,,
b1_307,Reject_application,2004-02-27 13:32:51.045,,
b1_303,Prepare_acceptance_pack,2004-02-27 13:33:17.632,,
b1_307,Loan_application_rejected,2004-02-27 13:33:51.045,False,False
b1_310,Check_credit_history,2004-02-27 13:36:04.203,,
b1_306,Check_if_home_insurance_quote_is_requested,2004-02-27 13:36:48.358,,
b1_311,Check__application__form_completeness,2004-02-27 13:42:18.387,,
b1_310,Assess_loan_risk,2004-02-27 13:47:19.010,,
b1_309,Assess_loan_risk,2004-02-27 13:48:03.547,,
b1_301,Check_credit_history,2004-02-27 13:49:51.382,,
b1_312,Loan__application_received,2004-02-27 14:00:00.000,,
b1_305,Assess_eligibility,2004-02-27 14:01:27.458,,
b1_305,Prepare_acceptance_pack,2004-02-27 14:03:37.459,,
b1_312,Check__application__form_completeness,2004-02-27 14:07:28.670,,
b1_312,Check_credit_history,2004-02-27 14:10:53.118,,
b1_304,Verify_repayment_agreement,2004-02-27 14:13:04.025,,
b1_303,Check_if_home_insurance_quote_is_requested,2004-02-27 14:18:35.434,,
b1_303,Send_acceptance_pack,2004-02-27 14:20:23.278,,
b1_308,Assess_loan_risk,2004-02-27 14:21:20.321,,
b1_301,Assess_loan_risk,2004-02-27 14:22:39.638,,
b1_306,Send_home_insurance_quote,2004-02-27 14:23:18.370,,
b1_312,Appraise_property,2004-02-27 14:23:29.255,,
b1_303,Verify_repayment_agreement,2004-02-27 14:26:23.681,,
b1_305,Check_if_home_insurance_quote_is_requested,2004-02-27 14:26:32.753,,
b1_313,Loan__application_received,2004-02-27 14:30:00.000,,
b1_311,Appraise_property,2004-02-27 14:30:05.021,,
b1_309,Assess_eligibility,2004-02-27 14:31:48.038,,
b1_308,Assess_eligibility,2004-02-27 14:38:14.260,,
b1_306,Verify_repayment_agreement,2004-02-27 14:38:27.073,,
b1_306,Cancel_application,2004-02-27 14:38:28.626,,
b1_304,Approve_application,2004-02-27 14:39:06.163,,
b1_306,Loan__application_canceled,2004-02-27 14:39:28.626,False,False
b1_304,Loan__application_approved,2004-02-27 14:40:06.163,True,True
b1_311,Check_credit_history,2004-02-27 14:41:09.858,,
b1_311,Assess_loan_risk,2004-02-27 14:51:00.659,,
b1_310,Assess_eligibility,2004-02-27 14:52:33.075,,
b1_310,Reject_application,2004-02-27 14:58:12.718,,
b1_308,Reject_application,2004-02-27 14:58:12.730,,
b1_311,Assess_eligibility,2004-02-27 14:59:00.861,,
b1_310,Loan_application_rejected,2004-02-27 14:59:12.718,False,False
b1_308,Loan_application_rejected,2004-02-27 14:59:12.730,False,False
b1_314,Loan__application_received,2004-02-27 15:00:00.000,,
b1_313,Check__application__form_completeness,2004-02-27 15:04:29.462,,
b1_305,Send_home_insurance_quote,2004-02-27 15:05:59.048,,
b1_312,Assess_loan_risk,2004-02-27 15:07:25.351,,
b1_312,Assess_eligibility,2004-02-27 15:09:54.059,,
b1_314,Check__application__form_completeness,2004-02-27 15:10:02.615,,
b1_313,Appraise_property,2004-02-27 15:15:13.700,,
b1_314,Appraise_property,2004-02-27 15:17:13.298,,
b1_313,Check_credit_history,2004-02-27 15:18:07.536,,
b1_311,Reject_application,2004-02-27 15:18:36.638,,
b1_311,Loan_application_rejected,2004-02-27 15:19:36.638,False,False
b1_315,Loan__application_received,2004-02-27 15:30:00.000,,
b1_301,Assess_eligibility,2004-02-27 15:34:52.559,,
b1_301,Reject_application,2004-02-27 15:37:01.693,,
b1_301,Loan_application_rejected,2004-02-27 15:38:01.693,False,False
b1_312,Reject_application,2004-02-27 15:38:25.007,,
b1_312,Loan_application_rejected,2004-02-27 15:39:25.007,False,False
b1_314,Check_credit_history,2004-02-27 15:40:13.905,,
b1_314,Assess_loan_risk,2004-02-27 15:42:50.191,,
b1_314,Assess_eligibility,2004-02-27 15:49:57.726,,
b1_305,Verify_repayment_agreement,2004-02-27 15:56:21.384,,
b1_316,Loan__application_received,2004-02-27 16:00:00.000,,
b1_305,Approve_application,2004-02-27 16:00:39.122,,
b1_305,Loan__application_approved,2004-02-27 16:01:39.122,True,True
b1_316,Check__application__form_completeness,2004-02-27 16:03:18.426,,
b1_303,Approve_application,2004-02-27 16:05:48.288,,
b1_303,Loan__application_approved,2004-02-27 16:06:48.288,True,True
