Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,outcome
Application_1985161782,O_Create Offer,User_34,2016-01-22 00:04:17.266,2016/01/22 00:04:17.266,
Application_1985161782,O_Created,User_34,2016-01-22 00:04:18.801,2016/01/22 00:04:18.801,
Application_1985161782,O_Sent (mail and online),User_34,2016-01-22 00:05:47.164,2016/01/22 00:05:47.164,
Application_1985161782,W_Call after offers,User_34,2016-01-22 00:05:47.221,2016/01/22 00:05:47.221,
Application_1985161782,A_Complete,User_34,2016-01-22 00:05:47.223,2016/01/22 00:05:47.223,
Application_1668055532,A_Create Application,User_1,2016-01-22 00:07:10.422,2016/01/22 00:07:10.422,
Application_1668055532,A_Submitted,User_1,2016-01-22 00:07:10.453,2016/01/22 00:07:10.453,
Application_1668055532,A_Concept,User_1,2016-01-22 00:08:11.528,2016/01/22 00:08:11.528,
Application_92373426,A_Create Application,User_3,2016-01-22 00:08:47.666,2016/01/22 00:08:47.666,
Application_92373426,A_Concept,User_3,2016-01-22 00:08:47.669,2016/01/22 00:08:47.669,
Application_92373426,W_Complete application,User_3,2016-01-22 00:08:47.677,2016/01/22 00:16:36.140,
Application_92373426,A_Accepted,User_3,2016-01-22 00:13:19.646,2016/01/22 00:13:19.646,
Application_92373426,O_Create Offer,User_3,2016-01-22 00:16:18.753,2016/01/22 00:16:18.753,
Application_92373426,O_Created,User_3,2016-01-22 00:16:20.076,2016/01/22 00:16:20.076,
Application_92373426,O_Sent (mail and online),User_3,2016-01-22 00:16:36.121,2016/01/22 00:16:36.121,
Application_92373426,W_Call after offers,User_3,2016-01-22 00:16:36.150,2016/01/22 00:16:36.150,
Application_92373426,A_Complete,User_3,2016-01-22 00:16:36.152,2016/01/22 00:16:36.152,
Application_644511070,W_Complete application,User_44,2016-01-22 00:27:43.298,2016/01/22 00:44:56.256,
Application_644511070,A_Accepted,User_44,2016-01-22 00:38:51.921,2016/01/22 00:38:51.921,
Application_644511070,O_Create Offer,User_44,2016-01-22 00:40:31.530,2016/01/22 00:40:31.530,
Application_644511070,O_Created,User_44,2016-01-22 00:40:32.775,2016/01/22 00:40:32.775,
Application_644511070,O_Sent (mail and online),User_44,2016-01-22 00:44:56.144,2016/01/22 00:44:56.144,
Application_644511070,W_Call after offers,User_44,2016-01-22 00:44:56.266,2016/01/22 00:44:56.266,
Application_644511070,A_Complete,User_44,2016-01-22 00:44:56.268,2016/01/22 00:44:56.268,
Application_1727459744,W_Complete application,User_15,2016-01-22 00:56:13.413,2016/01/22 00:56:13.413,
Application_1294812721,A_Create Application,User_28,2016-01-22 01:25:03.478,2016/01/22 01:25:03.478,
Application_1294812721,W_Complete application,User_28,2016-01-22 01:25:03.557,2016/01/22 01:38:06.857,
Application_1294812721,A_Concept,User_28,2016-01-22 01:25:03.560,2016/01/22 01:25:03.560,
Application_1294812721,A_Accepted,User_28,2016-01-22 01:30:49.196,2016/01/22 01:30:49.196,
Application_1294812721,O_Create Offer,User_28,2016-01-22 01:37:41.144,2016/01/22 01:37:41.144,
Application_1294812721,O_Created,User_28,2016-01-22 01:37:42.364,2016/01/22 01:37:42.364,
Application_1294812721,O_Sent (mail and online),User_28,2016-01-22 01:38:06.830,2016/01/22 01:38:06.830,
Application_1294812721,W_Call after offers,User_28,2016-01-22 01:38:06.869,2016/01/22 01:38:06.869,
Application_1294812721,A_Complete,User_28,2016-01-22 01:38:06.871,2016/01/22 01:38:06.871,
Application_781837969,A_Create Application,User_1,2016-01-22 02:01:22.505,2016/01/22 02:01:22.505,
Application_781837969,A_Submitted,User_1,2016-01-22 02:01:22.560,2016/01/22 02:01:22.560,
Application_1727459744,A_Accepted,User_28,2016-01-22 02:02:07.299,2016/01/22 02:02:07.299,
Application_781837969,A_Concept,User_1,2016-01-22 02:03:01.091,2016/01/22 02:03:01.091,
Application_1727459744,O_Create Offer,User_28,2016-01-22 02:08:26.604,2016/01/22 02:08:26.604,
Application_1727459744,O_Created,User_28,2016-01-22 02:08:28.009,2016/01/22 02:08:28.009,
Application_1727459744,O_Sent (mail and online),User_28,2016-01-22 02:09:13.896,2016/01/22 02:09:13.896,
Application_1727459744,W_Call after offers,User_28,2016-01-22 02:09:13.942,2016/01/22 02:09:13.942,
Application_1727459744,A_Complete,User_28,2016-01-22 02:09:13.945,2016/01/22 02:09:13.945,
Application_257935383,A_Accepted,User_15,2016-01-22 03:46:14.069,2016/01/22 03:46:14.069,
Application_257935383,O_Create Offer,User_15,2016-01-22 03:49:58.038,2016/01/22 03:49:58.038,
Application_257935383,O_Created,User_15,2016-01-22 03:49:59.493,2016/01/22 03:49:59.493,
Application_257935383,O_Sent (mail and online),User_15,2016-01-22 03:50:31.870,2016/01/22 03:50:31.870,
Application_257935383,W_Call after offers,User_15,2016-01-22 03:50:31.896,2016/01/22 03:50:31.896,
Application_257935383,A_Complete,User_15,2016-01-22 03:50:31.900,2016/01/22 03:50:31.900,
Application_771712321,A_Create Application,User_1,2016-01-22 04:18:17.725,2016/01/22 04:18:17.725,
Application_771712321,A_Submitted,User_1,2016-01-22 04:18:17.799,2016/01/22 04:18:17.799,
Application_771712321,W_Handle leads,User_70,2016-01-22 04:19:29.211,2016/01/22 04:19:29.211,
Application_771712321,A_Concept,User_1,2016-01-22 04:19:49.337,2016/01/22 04:19:49.337,
Application_146041854,A_Create Application,User_2,2016-01-22 04:21:21.914,2016/01/22 04:21:21.914,
Application_146041854,A_Concept,User_2,2016-01-22 04:21:21.930,2016/01/22 04:21:21.930,
Application_146041854,W_Complete application,User_18,2016-01-22 04:21:21.938,2016/01/23 21:15:18.848,
Application_146041854,A_Accepted,User_2,2016-01-22 04:21:57.906,2016/01/22 04:21:57.906,
Application_1358464831,A_Create Application,User_2,2016-01-22 04:28:57.322,2016/01/22 04:28:57.322,
Application_1358464831,A_Concept,User_2,2016-01-22 04:28:57.345,2016/01/22 04:28:57.345,
Application_1358464831,W_Complete application,User_2,2016-01-22 04:28:57.360,2016/01/22 04:28:57.360,
Application_1358464831,A_Accepted,User_2,2016-01-22 04:29:44.560,2016/01/22 04:29:44.560,
Application_460586697,A_Accepted,User_13,2016-01-22 04:30:34.887,2016/01/22 04:30:34.887,
Application_254293856,W_Complete application,User_28,2016-01-22 04:34:45.554,2016/01/22 04:56:07.501,
Application_460586697,O_Create Offer,User_13,2016-01-22 04:44:01.840,2016/01/22 04:44:01.840,
Application_460586697,O_Created,User_13,2016-01-22 04:44:03.083,2016/01/22 04:44:03.083,
Application_460586697,O_Sent (mail and online),User_13,2016-01-22 04:45:19.842,2016/01/22 04:45:19.842,
Application_254293856,A_Accepted,User_28,2016-01-22 04:46:56.761,2016/01/22 04:46:56.761,
Application_254293856,O_Create Offer,User_28,2016-01-22 04:49:30.468,2016/01/22 04:49:30.468,
Application_254293856,O_Created,User_28,2016-01-22 04:49:31.782,2016/01/22 04:49:31.782,
Application_1851326830,A_Create Application,User_1,2016-01-22 04:52:42.754,2016/01/22 04:52:42.754,
Application_1851326830,A_Submitted,User_1,2016-01-22 04:52:42.817,2016/01/22 04:52:42.817,
Application_254293856,O_Sent (mail and online),User_28,2016-01-22 04:56:07.486,2016/01/22 04:56:07.486,
Application_254293856,W_Call after offers,User_28,2016-01-22 04:56:07.510,2016/01/22 04:56:07.510,
Application_254293856,A_Complete,User_28,2016-01-22 04:56:07.512,2016/01/22 04:56:07.512,
Application_2040345264,W_Validate application,User_87,2016-01-22 15:13:25.550,2016/01/22 15:13:25.550,
Application_2040345264,O_Accepted,User_87,2016-01-22 15:36:47.402,2016/01/22 15:36:47.402,True
Application_2040345264,A_Pending,User_87,2016-01-22 15:36:47.519,2016/01/22 15:36:47.519,True
Application_1539926534,A_Create Application,User_1,2016-01-22 16:02:49.883,2016/01/22 16:02:49.883,
Application_1539926534,A_Submitted,User_1,2016-01-22 16:02:50.007,2016/01/22 16:02:50.007,
Application_1539926534,A_Concept,User_1,2016-01-22 16:03:32.719,2016/01/22 16:03:32.719,
Application_1851326830,W_Handle leads,User_2,2016-01-22 16:51:27.711,2016/01/22 16:54:23.397,
Application_1851326830,W_Complete application,User_18,2016-01-22 16:54:23.406,2016/04/29 16:54:25.764,
Application_1011124726,W_Validate application,User_120,2016-01-22 17:06:56.504,2016/01/22 17:06:56.504,
Application_1011124726,A_Validating,User_120,2016-01-22 17:06:57.335,2016/01/22 17:06:57.335,
Application_1011124726,O_Returned,User_120,2016-01-22 17:07:06.292,2016/01/22 17:07:06.292,
Application_1073120423,A_Create Application,User_13,2016-01-22 17:33:00.747,2016/01/22 17:33:00.747,
Application_1073120423,A_Concept,User_13,2016-01-22 17:33:01.033,2016/01/22 17:33:01.033,
Application_1073120423,W_Complete application,User_13,2016-01-22 17:33:01.042,2016/01/22 17:39:38.871,
Application_1073120423,A_Accepted,User_13,2016-01-22 17:35:22.410,2016/01/22 17:35:22.410,
Application_1073120423,O_Create Offer,User_13,2016-01-22 17:39:09.287,2016/01/22 17:39:09.287,
Application_1073120423,O_Created,User_13,2016-01-22 17:39:10.687,2016/01/22 17:39:10.687,
Application_1073120423,O_Sent (mail and online),User_13,2016-01-22 17:39:38.857,2016/01/22 17:39:38.857,
Application_1073120423,W_Call after offers,User_13,2016-01-22 17:39:38.879,2016/01/22 17:39:38.879,
Application_1073120423,A_Complete,User_13,2016-01-22 17:39:38.882,2016/01/22 17:39:38.882,
Application_1428995636,W_Validate application,User_30,2016-01-22 17:54:54.915,2016/05/24 14:27:07.885,
Application_1428995636,A_Validating,User_119,2016-01-22 17:54:55.824,2016/01/22 17:54:55.824,
Application_1428995636,O_Returned,User_119,2016-01-22 17:54:55.824,2016/01/22 17:54:55.824,
Application_597031362,A_Create Application,User_4,2016-01-22 18:07:42.627,2016/01/22 18:07:42.627,
Application_597031362,A_Concept,User_4,2016-01-22 18:07:42.630,2016/01/22 18:07:42.630,
Application_597031362,W_Complete application,User_18,2016-01-22 18:07:42.637,2016/01/23 23:22:56.455,
Application_1015357327,W_Validate application,User_119,2016-01-22 18:10:18.772,2016/01/22 18:10:18.772,
Application_1015357327,A_Validating,User_119,2016-01-22 18:10:19.780,2016/01/22 18:10:19.780,
Application_1015357327,O_Returned,User_119,2016-01-22 18:10:26.633,2016/01/22 18:10:26.633,
Application_1400868306,O_Accepted,User_87,2016-01-22 18:34:37.977,2016/01/22 18:34:37.977,True
Application_1400868306,A_Pending,User_87,2016-01-22 18:34:37.995,2016/01/22 18:34:37.995,True
Application_1365383501,A_Create Application,User_4,2016-01-22 18:41:05.487,2016/01/22 18:41:05.487,
Application_1365383501,A_Concept,User_4,2016-01-22 18:41:05.489,2016/01/22 18:41:05.489,
Application_1365383501,W_Complete application,User_4,2016-01-22 18:41:05.497,2016/01/22 18:41:05.497,
Application_1365383501,A_Accepted,User_4,2016-01-22 18:42:16.896,2016/01/22 18:42:16.896,
Application_148281004,A_Create Application,User_1,2016-01-22 18:50:28.462,2016/01/22 18:50:28.462,
Application_148281004,A_Submitted,User_1,2016-01-22 18:50:28.524,2016/01/22 18:50:28.524,
Application_2000400044,W_Complete application,User_19,2016-01-22 18:51:29.439,2016/04/28 20:34:01.918,
Application_782694048,A_Create Application,User_4,2016-01-22 18:51:37.023,2016/01/22 18:51:37.023,
Application_782694048,A_Concept,User_4,2016-01-22 18:51:37.028,2016/01/22 18:51:37.028,
Application_782694048,W_Complete application,User_24,2016-01-22 18:51:37.039,2016/01/23 23:48:20.926,
Application_148281004,A_Concept,User_1,2016-01-22 18:51:51.615,2016/01/22 18:51:51.615,
Application_782694048,A_Accepted,User_4,2016-01-22 18:53:27.657,2016/01/22 18:53:27.657,
Application_1015357327,O_Accepted,User_115,2016-01-22 19:05:43.440,2016/01/22 19:05:43.440,True
Application_1015357327,A_Pending,User_115,2016-01-22 19:05:43.444,2016/01/22 19:05:43.444,True
Application_2000400044,A_Accepted,User_19,2016-01-22 19:10:15.135,2016/01/22 19:10:15.135,
Application_2002434573,A_Create Application,User_1,2016-01-22 19:21:37.736,2016/01/22 19:21:37.736,
Application_2002434573,A_Submitted,User_1,2016-01-22 19:21:37.931,2016/01/22 19:21:37.931,
Application_2002434573,W_Handle leads,User_4,2016-01-22 19:26:38.678,2016/01/22 19:28:42.049,
Application_2002434573,W_Complete application,User_4,2016-01-22 19:28:42.078,2016/01/22 19:28:42.078,
Application_2002434573,A_Concept,User_4,2016-01-22 19:28:42.084,2016/01/22 19:28:42.084,
Application_608649898,W_Validate application,User_119,2016-01-22 19:31:37.760,2016/01/22 19:31:37.760,
Application_608649898,A_Validating,User_119,2016-01-22 19:31:38.545,2016/01/22 19:31:38.545,
Application_608649898,O_Returned,User_119,2016-01-22 19:31:52.688,2016/01/22 19:31:52.688,
Application_1979616665,A_Accepted,User_17,2016-01-22 19:39:48.061,2016/01/22 19:39:48.061,
Application_90442094,W_Validate application,User_99,2016-01-22 19:39:55.976,2016/04/07 16:48:08.368,
Application_90442094,A_Validating,User_119,2016-01-22 19:39:56.941,2016/01/22 19:39:56.941,
Application_1979616665,O_Create Offer,User_17,2016-01-22 19:43:34.348,2016/01/22 19:43:34.348,
Application_1979616665,O_Created,User_17,2016-01-22 19:43:35.493,2016/01/22 19:43:35.493,
Application_1979616665,O_Sent (mail and online),User_17,2016-01-22 19:45:51.961,2016/01/22 19:45:51.961,
Application_1979616665,W_Call after offers,User_17,2016-01-22 19:45:51.996,2016/01/22 19:45:51.996,
Application_1979616665,A_Complete,User_17,2016-01-22 19:45:52.000,2016/01/22 19:45:52.000,
Application_1426045114,W_Complete application,User_49,2016-01-22 19:53:56.859,2016/01/23 20:08:12.491,
Application_873908407,A_Create Application,User_17,2016-01-22 19:54:12.787,2016/01/22 19:54:12.787,
Application_873908407,W_Complete application,User_17,2016-01-22 19:54:12.823,2016/04/14 20:27:43.502,
Application_873908407,A_Concept,User_17,2016-01-22 19:54:12.825,2016/01/22 19:54:12.825,
Application_873908407,A_Accepted,User_17,2016-01-22 19:56:55.350,2016/01/22 19:56:55.350,
Application_608649898,O_Accepted,User_115,2016-01-22 20:06:03.468,2016/01/22 20:06:03.468,True
Application_608649898,A_Pending,User_115,2016-01-22 20:06:03.473,2016/01/22 20:06:03.473,True
Application_149418612,A_Create Application,User_1,2016-01-22 20:29:02.260,2016/01/22 20:29:02.260,
Application_149418612,A_Submitted,User_1,2016-01-22 20:29:02.309,2016/01/22 20:29:02.309,
Application_149418612,A_Concept,User_1,2016-01-22 20:30:34.671,2016/01/22 20:30:34.671,
Application_495055221,O_Create Offer,User_27,2016-01-22 20:31:53.597,2016/01/22 20:31:53.597,
Application_495055221,O_Created,User_27,2016-01-22 20:31:54.970,2016/01/22 20:31:54.970,
Application_495055221,O_Sent (mail and online),User_27,2016-01-22 20:32:10.515,2016/01/22 20:32:10.515,
Application_495055221,W_Call after offers,User_27,2016-01-22 20:32:10.649,2016/01/22 20:32:10.649,
Application_495055221,A_Complete,User_27,2016-01-22 20:32:10.654,2016/01/22 20:32:10.654,
Application_2000400044,O_Create Offer,User_19,2016-01-22 20:38:15.576,2016/01/22 20:38:15.576,
Application_2000400044,O_Created,User_19,2016-01-22 20:38:16.779,2016/01/22 20:38:16.779,
Application_2000400044,O_Sent (mail and online),User_19,2016-01-22 20:39:58.571,2016/01/22 20:39:58.571,
Application_1358464831,O_Create Offer,User_35,2016-01-22 22:20:41.028,2016/01/22 22:20:41.028,
Application_1358464831,O_Created,User_35,2016-01-22 22:20:42.229,2016/01/22 22:20:42.229,
Application_1358464831,O_Sent (mail and online),User_35,2016-01-22 22:21:40.889,2016/01/22 22:21:40.889,
Application_1358464831,W_Call after offers,User_35,2016-01-22 22:21:40.922,2016/01/22 22:21:40.922,
Application_1358464831,A_Complete,User_35,2016-01-22 22:21:40.931,2016/01/22 22:21:40.931,
Application_1011124726,O_Accepted,User_68,2016-01-22 22:28:32.620,2016/01/22 22:28:32.620,True
Application_1011124726,A_Pending,User_68,2016-01-22 22:28:32.629,2016/01/22 22:28:32.629,True
Application_617110337,A_Create Application,User_1,2016-01-22 22:29:47.777,2016/01/22 22:29:47.777,
Application_617110337,A_Submitted,User_1,2016-01-22 22:29:47.819,2016/01/22 22:29:47.819,
Application_195410943,W_Complete application,User_41,2016-01-22 22:33:41.079,2016/01/22 22:46:32.969,
Application_195410943,A_Accepted,User_41,2016-01-22 22:42:08.551,2016/01/22 22:42:08.551,
Application_195410943,O_Create Offer,User_41,2016-01-22 22:46:14.953,2016/01/22 22:46:14.953,
Application_195410943,O_Created,User_41,2016-01-22 22:46:16.326,2016/01/22 22:46:16.326,
Application_195410943,O_Sent (mail and online),User_41,2016-01-22 22:46:32.953,2016/01/22 22:46:32.953,
Application_195410943,W_Call after offers,User_41,2016-01-22 22:46:32.977,2016/01/22 22:46:32.977,
Application_195410943,A_Complete,User_41,2016-01-22 22:46:32.979,2016/01/22 22:46:32.979,
Application_1309696496,A_Create Application,User_27,2016-01-22 22:47:53.363,2016/01/22 22:47:53.363,
Application_1309696496,W_Complete application,User_27,2016-01-22 22:47:53.375,2016/01/22 22:58:34.815,
Application_1309696496,A_Concept,User_27,2016-01-22 22:47:53.378,2016/01/22 22:47:53.378,
Application_1309696496,A_Accepted,User_27,2016-01-22 22:53:05.605,2016/01/22 22:53:05.605,
Application_617110337,W_Complete application,User_11,2016-01-22 22:57:05.983,2016/01/22 22:57:05.983,
Application_617110337,A_Concept,User_11,2016-01-22 22:57:05.988,2016/01/22 22:57:05.988,
Application_1309696496,O_Create Offer,User_27,2016-01-22 22:58:14.936,2016/01/22 22:58:14.936,
Application_1309696496,O_Created,User_27,2016-01-22 22:58:16.209,2016/01/22 22:58:16.209,
Application_1309696496,O_Sent (mail and online),User_27,2016-01-22 22:58:34.789,2016/01/22 22:58:34.789,
Application_1309696496,W_Call after offers,User_27,2016-01-22 22:58:34.829,2016/01/22 22:58:34.829,
Application_1309696496,A_Complete,User_27,2016-01-22 22:58:34.832,2016/01/22 22:58:34.832,
Application_415292216,W_Complete application,User_71,2016-01-22 23:41:24.726,2016/01/22 23:41:24.726,
Application_1896874442,A_Create Application,User_1,2016-01-23 00:52:06.196,2016/01/23 00:52:06.196,
Application_1896874442,A_Submitted,User_1,2016-01-23 00:52:06.311,2016/01/23 00:52:06.311,
Application_1896874442,A_Concept,User_1,2016-01-23 00:53:15.306,2016/01/23 00:53:15.306,
Application_772597896,A_Create Application,User_12,2016-01-23 01:12:20.370,2016/01/23 01:12:20.370,
Application_772597896,W_Complete application,User_12,2016-01-23 01:12:20.400,2016/01/23 01:16:32.916,
Application_772597896,A_Concept,User_12,2016-01-23 01:12:20.401,2016/01/23 01:12:20.401,
Application_772597896,A_Accepted,User_12,2016-01-23 01:13:25.709,2016/01/23 01:13:25.709,
Application_772597896,O_Create Offer,User_12,2016-01-23 01:16:07.839,2016/01/23 01:16:07.839,
Application_772597896,O_Created,User_12,2016-01-23 01:16:09.031,2016/01/23 01:16:09.031,
Application_772597896,O_Sent (mail and online),User_12,2016-01-23 01:16:32.902,2016/01/23 01:16:32.902,
Application_772597896,W_Call after offers,User_12,2016-01-23 01:16:32.923,2016/01/23 01:16:32.923,
Application_772597896,A_Complete,User_12,2016-01-23 01:16:32.925,2016/01/23 01:16:32.925,
Application_496615464,A_Accepted,User_38,2016-01-23 01:38:49.441,2016/01/23 01:38:49.441,
Application_496615464,O_Create Offer,User_18,2016-01-23 01:49:58.452,2016/01/23 01:49:58.452,
Application_496615464,O_Created,User_18,2016-01-23 01:49:59.929,2016/01/23 01:49:59.929,
Application_496615464,O_Sent (mail and online),User_18,2016-01-23 01:50:10.045,2016/01/23 01:50:10.045,
Application_496615464,W_Call after offers,User_18,2016-01-23 01:50:10.070,2016/01/23 01:50:10.070,
Application_496615464,A_Complete,User_18,2016-01-23 01:50:10.072,2016/01/23 01:50:10.072,
Application_921806554,W_Complete application,User_37,2016-01-23 01:52:17.376,2016/01/23 18:15:06.328,
Application_1288525689,W_Complete application,User_71,2016-01-23 01:53:47.965,2016/01/23 01:53:47.965,
Application_1674929512,W_Complete application,User_71,2016-01-23 02:05:46.221,2016/01/23 02:05:46.221,
Application_1288525689,A_Accepted,User_38,2016-01-23 02:25:54.185,2016/01/23 02:25:54.185,
Application_1288525689,O_Create Offer,User_38,2016-01-23 02:29:48.872,2016/01/23 02:29:48.872,
Application_1288525689,O_Created,User_38,2016-01-23 02:29:50.070,2016/01/23 02:29:50.070,
Application_1288525689,O_Sent (mail and online),User_38,2016-01-23 02:30:03.535,2016/01/23 02:30:03.535,
Application_1288525689,W_Call after offers,User_38,2016-01-23 02:30:03.564,2016/01/23 02:30:03.564,
Application_1288525689,A_Complete,User_38,2016-01-23 02:30:03.567,2016/01/23 02:30:03.567,
Application_2029448969,A_Create Application,User_1,2016-01-23 02:34:45.597,2016/01/23 02:34:45.597,
Application_2029448969,A_Submitted,User_1,2016-01-23 02:34:45.687,2016/01/23 02:34:45.687,
Application_2029448969,A_Concept,User_1,2016-01-23 02:36:07.732,2016/01/23 02:36:07.732,
Application_1617174767,A_Create Application,User_14,2016-01-23 02:38:13.239,2016/01/23 02:38:13.239,
Application_1617174767,W_Complete application,User_14,2016-01-23 02:38:13.251,2016/01/23 02:46:13.211,
Application_1617174767,A_Concept,User_14,2016-01-23 02:38:13.254,2016/01/23 02:38:13.254,
Application_1617174767,A_Accepted,User_14,2016-01-23 02:43:43.713,2016/01/23 02:43:43.713,
Application_1617174767,O_Create Offer,User_14,2016-01-23 02:45:59.453,2016/01/23 02:45:59.453,
Application_1617174767,O_Created,User_14,2016-01-23 02:46:00.838,2016/01/23 02:46:00.838,
Application_1617174767,O_Sent (mail and online),User_14,2016-01-23 02:46:13.194,2016/01/23 02:46:13.194,
Application_1617174767,W_Call after offers,User_14,2016-01-23 02:46:13.222,2016/01/23 02:46:13.222,
Application_1617174767,A_Complete,User_14,2016-01-23 02:46:13.224,2016/01/23 02:46:13.224,
Application_781837969,A_Accepted,User_18,2016-01-23 02:54:12.875,2016/01/23 02:54:12.875,
Application_781837969,O_Create Offer,User_18,2016-01-23 02:55:54.992,2016/01/23 02:55:54.992,
Application_781837969,O_Created,User_18,2016-01-23 02:55:56.274,2016/01/23 02:55:56.274,
Application_781837969,O_Sent (mail and online),User_18,2016-01-23 02:56:07.895,2016/01/23 02:56:07.895,
Application_781837969,W_Call after offers,User_18,2016-01-23 02:56:07.918,2016/01/23 02:56:07.918,
Application_781837969,A_Complete,User_18,2016-01-23 02:56:07.920,2016/01/23 02:56:07.920,
Application_7934432,A_Create Application,User_1,2016-01-23 03:15:17.594,2016/01/23 03:15:17.594,
Application_7934432,A_Submitted,User_1,2016-01-23 03:15:17.652,2016/01/23 03:15:17.652,
Application_7934432,A_Concept,User_1,2016-01-23 03:16:10.798,2016/01/23 03:16:10.798,
Application_419022994,W_Complete application,User_71,2016-01-23 03:40:54.342,2016/01/23 04:03:30.746,
Application_419022994,A_Accepted,User_71,2016-01-23 03:48:33.758,2016/01/23 03:48:33.758,
Application_419022994,O_Create Offer,User_71,2016-01-23 03:56:21.646,2016/01/23 03:56:21.646,
Application_419022994,O_Created,User_71,2016-01-23 03:56:22.950,2016/01/23 03:56:22.950,
Application_1604024201,A_Create Application,User_1,2016-01-23 03:58:03.690,2016/01/23 03:58:03.690,
Application_419022994,O_Sent (mail and online),User_71,2016-01-23 04:03:30.732,2016/01/23 04:03:30.732,
Application_419022994,W_Call after offers,User_71,2016-01-23 04:03:30.756,2016/01/23 04:03:30.756,
Application_419022994,A_Complete,User_71,2016-01-23 04:03:30.758,2016/01/23 04:03:30.758,
Application_1158157360,W_Complete application,User_49,2016-01-23 04:31:56.891,2016/01/23 18:21:25.131,
Application_1954238527,A_Create Application,User_1,2016-01-23 04:37:17.931,2016/01/23 04:37:17.931,
Application_1954238527,A_Submitted,User_1,2016-01-23 04:37:17.973,2016/01/23 04:37:17.973,
Application_1954238527,A_Concept,User_1,2016-01-23 04:38:59.785,2016/01/23 04:38:59.785,
Application_993168875,A_Create Application,User_1,2016-01-23 05:40:14.533,2016/01/23 05:40:14.533,
Application_993168875,A_Submitted,User_1,2016-01-23 05:40:14.586,2016/01/23 05:40:14.586,
Application_993168875,A_Concept,User_1,2016-01-23 05:41:56.360,2016/01/23 05:41:56.360,
Application_1324906690,A_Create Application,User_1,2016-01-23 07:26:18.885,2016/01/23 07:26:18.885,
Application_1324906690,A_Submitted,User_1,2016-01-23 07:26:18.941,2016/01/23 07:26:18.941,
Application_1324906690,A_Concept,User_1,2016-01-23 07:27:12.193,2016/01/23 07:27:12.193,
Application_1825002825,A_Create Application,User_1,2016-01-23 07:45:17.345,2016/01/23 07:45:17.345,
Application_1825002825,A_Submitted,User_1,2016-01-23 07:45:17.383,2016/01/23 07:45:17.383,
Application_1825002825,A_Concept,User_1,2016-01-23 07:46:18.620,2016/01/23 07:46:18.620,
Application_7934432,W_Complete application,User_108,2016-01-23 17:59:33.895,2016/01/23 17:59:33.895,
Application_921806554,A_Accepted,User_37,2016-01-23 18:10:11.083,2016/01/23 18:10:11.083,
Application_1158157360,A_Accepted,User_49,2016-01-23 18:12:36.491,2016/01/23 18:12:36.491,
Application_921806554,O_Create Offer,User_37,2016-01-23 18:13:48.025,2016/01/23 18:13:48.025,
Application_921806554,O_Created,User_37,2016-01-23 18:13:49.496,2016/01/23 18:13:49.496,
Application_921806554,O_Sent (mail and online),User_37,2016-01-23 18:15:06.311,2016/01/23 18:15:06.311,
Application_921806554,W_Call after offers,User_37,2016-01-23 18:15:06.365,2016/01/23 18:15:06.365,
Application_921806554,A_Complete,User_37,2016-01-23 18:15:06.367,2016/01/23 18:15:06.367,
Application_1158157360,O_Create Offer,User_49,2016-01-23 18:20:07.034,2016/01/23 18:20:07.034,
Application_1158157360,O_Created,User_49,2016-01-23 18:20:08.368,2016/01/23 18:20:08.368,
Application_1158157360,O_Sent (mail and online),User_49,2016-01-23 18:21:25.108,2016/01/23 18:21:25.108,
Application_1158157360,W_Call after offers,User_49,2016-01-23 18:21:25.141,2016/01/23 18:21:25.141,
Application_1158157360,A_Complete,User_49,2016-01-23 18:21:25.147,2016/01/23 18:21:25.147,
Application_7934432,A_Accepted,User_24,2016-01-23 18:22:01.449,2016/01/23 18:22:01.449,
Application_7934432,O_Create Offer,User_24,2016-01-23 18:25:58.708,2016/01/23 18:25:58.708,
Application_7934432,O_Created,User_24,2016-01-23 18:26:00.193,2016/01/23 18:26:00.193,
Application_7934432,O_Sent (mail and online),User_24,2016-01-23 18:29:04.637,2016/01/23 18:29:04.637,
Application_7934432,W_Call after offers,User_24,2016-01-23 18:29:04.663,2016/01/23 18:29:04.663,
Application_7934432,A_Complete,User_24,2016-01-23 18:29:04.667,2016/01/23 18:29:04.667,
Application_1746803314,A_Create Application,User_52,2016-01-23 18:35:28.352,2016/01/23 18:35:28.352,
Application_1746803314,A_Concept,User_52,2016-01-23 18:35:28.356,2016/01/23 18:35:28.356,
Application_1746803314,W_Complete application,User_37,2016-01-23 18:35:28.382,2016/01/23 19:49:33.803,
Application_1539926534,W_Complete application,User_37,2016-01-23 19:01:05.516,2016/01/23 19:01:05.516,
Application_1825002825,W_Complete application,User_37,2016-01-23 19:08:04.559,2016/01/23 20:10:45.293,
Application_1668055532,W_Complete application,User_108,2016-01-23 19:27:34.716,2016/01/23 19:27:34.716,
Application_1746803314,A_Accepted,User_37,2016-01-23 19:42:44.277,2016/01/23 19:42:44.277,
Application_1746803314,O_Create Offer,User_37,2016-01-23 19:46:17.570,2016/01/23 19:46:17.570,
Application_1746803314,O_Created,User_37,2016-01-23 19:46:18.926,2016/01/23 19:46:18.926,
Application_1426045114,A_Accepted,User_49,2016-01-23 19:47:52.921,2016/01/23 19:47:52.921,
Application_1746803314,O_Sent (mail and online),User_37,2016-01-23 19:49:33.780,2016/01/23 19:49:33.780,
